ID,NAME,DOB,DOJ,PHONE,EMAIL,SALARY,GENDER,AGE,COMPANY_AGE,WEIGHT
766783,MARTA CERVANTES,02/17/1971,09/17/2016,206-858-9176,MARTA.CERVANTES@GMAIL.COM,68134,0,48,3,48
959506,ARTHUR HOLLOWAY,09/21/1970,01/27/2004,225-832-0451,ARTHUR.HOLLOWAY@AOL.COM,118621,1,49,15,65
513011,TARA FORBES,06/26/1976,09/24/2009,319-249-4281,TARA.FORBES@GMAIL.COM,85864,0,43,10,55
290808,JOSEF GRIFFIN,08/14/1976,02/25/1998,209-441-9130,JOSEF.GRIFFIN@YAHOO.COM,98030,1,43,21,73
253588,KERI SLATER,08/03/1960,08/09/1994,207-842-2965,KERI.SLATER@APPLE.COM,149842,0,59,25,58
865628,DESMOND WYNN,07/09/1992,10/01/2013,209-319-3405,DESMOND.WYNN@HOTMAIL.COM,79476,1,27,6,58
583924,ADRIENNE PUCKETT,05/22/1975,02/22/1997,209-235-0390,ADRIENNE.PUCKETT@VERIZON.NET,105366,0,44,22,47
932453,BEATRIZ KNOWLES,02/25/1984,09/16/2011,406-923-1326,BEATRIZ.KNOWLES@GMAIL.COM,53311,0,35,8,49
432168,JERMAINE SYKES,01/18/1990,05/24/2016,239-204-8747,JERMAINE.SYKES@APPLE.COM,122631,1,29,3,51
463784,SCOTT BEST,08/24/1990,12/22/2015,307-504-4165,SCOTT.BEST@COX.NET,45210,1,29,4,84
721098,ISABEL ESPINOZA,12/09/1971,10/14/1993,405-622-8606,ISABEL.ESPINOZA@GMAIL.COM,115858,0,48,26,47
392678,MARCELINO KINNEY,01/26/1996,02/28/2017,479-929-0873,MARCELINO.KINNEY@GMAIL.COM,178750,1,23,2,89
880704,BENJAMIN JENNINGS,05/21/1977,06/10/2001,907-621-7774,BENJAMIN.JENNINGS@GMAIL.COM,115574,1,42,18,53
186102,MARCIA CASEY,07/24/1966,11/08/2013,210-804-3397,MARCIA.CASEY@GMAIL.COM,118607,0,53,6,56
350367,RUDOLPH GORDON,04/28/1979,11/12/2001,304-418-1131,RUDOLPH.GORDON@AOL.COM,98990,1,40,18,73
893976,BEVERLY ROSALES,03/04/1975,04/24/2005,217-490-8205,BEVERLY.ROSALES@YAHOO.COM,139394,0,44,14,45
542826,MARCUS BOLTON,07/05/1977,01/09/2011,212-514-2721,MARCUS.BOLTON@AOL.COM,63525,1,42,9,68
590579,PRISCILLA MAYS,09/04/1985,02/26/2017,231-346-3176,PRISCILLA.MAYS@GMAIL.COM,185105,0,34,2,57
297741,LYNN PENA,08/14/1962,11/08/1996,217-334-0502,LYNN.PENA@YAHOO.CO.IN,48443,0,57,23,40
458320,TESSA PACE,12/07/1957,12/29/2012,319-672-2590,TESSA.PACE@AOL.COM,44198,0,62,7,55
297059,RUFUS GUERRA,12/25/1967,05/01/2004,212-472-1331,RUFUS.GUERRA@REDIFFMAIL.COM,169620,1,52,15,83
874971,ROMAN CLARK,12/25/1962,01/08/1985,215-567-2136,ROMAN.CLARK@AOL.COM,125299,1,57,35,86
136626,CARMELA JEFFERSON,03/17/1975,02/27/2003,239-941-5976,CARMELA.JEFFERSON@WALMART.COM,132431,0,44,16,41
865495,THURMAN GOOD,01/27/1996,02/06/2017,217-874-3909,THURMAN.GOOD@YAHOO.COM,118525,1,23,2,90
415161,LEMUEL GUERRERO,06/07/1985,10/15/2011,215-226-4111,LEMUEL.GUERRERO@AOL.COM,127772,1,34,8,56
279563,CLINT BRIDGES,05/03/1994,10/14/2015,217-331-1409,CLINT.BRIDGES@AOL.COM,67442,1,25,4,61
201710,KARYN CHRISTIAN,05/22/1983,06/18/2017,206-731-9312,KARYN.CHRISTIAN@AOL.COM,96197,0,36,2,44
722543,LESA HUGHES,02/13/1981,01/03/2016,219-822-4544,LESA.HUGHES@BP.COM,96641,0,38,4,59
909337,RICH BATES,02/28/1989,01/22/2011,270-833-4069,RICH.BATES@APPLE.COM,145181,1,30,8,75
601071,LIZ FRANK,03/15/1986,02/14/2009,339-926-4628,LIZ.FRANK@HOTMAIL.COM,199943,0,33,10,50
269523,KENDRA VILLARREAL,10/22/1963,03/30/2007,319-625-4770,KENDRA.VILLARREAL@GMAIL.COM,144517,0,56,12,47
310986,MARYELLEN MCFADDEN,10/03/1975,04/14/2017,479-467-9379,MARYELLEN.MCFADDEN@HOTMAIL.CO.UK,94221,0,44,2,53
323914,GERMAN CARNEY,07/21/1958,05/14/2000,231-975-6713,GERMAN.CARNEY@AOL.COM,84824,1,61,19,77
928739,MICHEAL SHANNON,12/08/1986,02/27/2015,217-864-7925,MICHEAL.SHANNON@EARTHLINK.NET,143864,1,33,4,62
238992,CARLO ALBERT,12/06/1961,12/26/1996,212-267-9103,CARLO.ALBERT@GMAIL.COM,104197,1,58,23,70
434046,BIANCA LANGLEY,06/03/1960,04/14/1994,228-683-5798,BIANCA.LANGLEY@GMAIL.COM,80844,0,59,25,50
971444,ELIAS CABRERA,07/13/1990,05/02/2016,215-258-0052,ELIAS.CABRERA@YAHOO.COM,87962,1,29,3,50
602683,ALBERTA CHAPMAN,06/05/1972,06/29/1999,212-884-9934,ALBERTA.CHAPMAN@COMCAST.NET,125428,0,47,20,54
145327,ERIN OLSEN,08/08/1994,04/19/2016,215-325-1574,ERIN.OLSEN@YAHOO.CA,66575,1,25,3,50
597202,FREDERIC STEPHENSON,10/15/1969,04/23/2013,314-672-3681,FREDERIC.STEPHENSON@GMAIL.COM,192498,1,50,6,58
168824,TANNER CALDWELL,04/08/1968,06/06/1999,219-315-4592,TANNER.CALDWELL@AOL.COM,116635,1,51,20,72
616665,CLARENCE POWERS,07/05/1982,04/11/2005,229-748-1788,CLARENCE.POWERS@GMAIL.COM,108511,1,37,14,86
396135,GERMAN SHEPPARD,07/29/1991,10/24/2014,252-794-3936,GERMAN.SHEPPARD@GMAIL.COM,110021,1,28,5,66
966525,DION DUFFY,04/06/1995,01/16/2017,201-358-5413,DION.DUFFY@AOL.COM,124074,1,24,2,73
362287,CORNELIUS TOWNSEND,06/02/1970,04/26/2009,314-501-3342,CORNELIUS.TOWNSEND@CHARTER.NET,176165,1,49,10,70
798646,PATSY KOCH,07/15/1984,03/09/2010,229-844-7119,PATSY.KOCH@GMAIL.COM,87146,0,35,9,49
451972,WALDO SHIELDS,11/29/1970,02/22/2012,270-993-0450,WALDO.SHIELDS@AOL.COM,62435,1,49,7,71
993675,DAMIEN ROSE,07/15/1965,12/17/2005,304-392-5876,DAMIEN.ROSE@GMAIL.COM,161871,1,54,14,80
807964,CURT BRIDGES,10/22/1978,09/17/2011,239-399-1809,CURT.BRIDGES@MICROSOFT.COM,97656,1,41,8,62
769123,BRENTON MATTHEWS,11/06/1970,12/27/1994,216-585-2060,BRENTON.MATTHEWS@BELLSOUTH.NET,98023,1,49,25,53
395792,MIGUEL FINLEY,07/06/1980,07/12/2004,405-566-7872,MIGUEL.FINLEY@GMAIL.COM,103749,1,39,15,67
929791,ESPERANZA PAUL,12/10/1960,03/14/1990,236-750-2453,ESPERANZA.PAUL@AOL.COM,176095,0,59,29,42
141326,PATRICIA BRIGGS,11/13/1975,05/05/2000,240-914-8001,PATRICIA.BRIGGS@YAHOO.COM,160494,0,44,19,53
232794,FORREST NOEL,03/25/1978,04/05/1999,239-609-5243,FORREST.NOEL@HOTMAIL.COM,112988,1,41,20,84
946835,MARJORIE WELLS,09/14/1961,12/02/2005,316-282-5461,MARJORIE.WELLS@BP.COM,128425,0,58,14,49
894936,VIVIAN BURNETT,02/09/1960,09/06/2001,236-831-5026,VIVIAN.BURNETT@GMAIL.COM,93355,0,59,18,46
946630,DUNCAN CHEN,02/17/1964,11/02/2000,239-879-2427,DUNCAN.CHEN@YAHOO.CO.UK,154843,1,55,19,69
381338,MIRIAM BARRETT,06/25/1990,03/08/2016,210-779-7802,MIRIAM.BARRETT@YAHOO.CA,131543,0,29,3,59
141178,ADAM KIRBY,08/11/1963,08/03/2015,208-736-4975,ADAM.KIRBY@YAHOO.CA,107957,1,56,4,55
169763,BENJAMIN MACDONALD,05/16/1976,04/20/1999,316-561-5979,BENJAMIN.MACDONALD@GMAIL.COM,89172,1,43,20,57
326358,NEIL MURRAY,09/17/1985,03/24/2016,603-851-8092,NEIL.MURRAY@APPLE.COM,84151,1,34,3,90
185077,NICHOLE ONEIL,11/30/1957,03/24/2008,209-683-3370,NICHOLE.ONEIL@SHAW.CA,153345,0,62,11,58
901185,JONATHON PEARSON,09/30/1967,08/17/2015,240-746-0671,JONATHON.PEARSON@YAHOO.COM,173372,1,52,4,62
264960,BRENT BRYANT,05/09/1960,12/30/1985,423-391-0195,BRENT.BRYANT@AOL.COM,180468,1,59,34,86
248449,CARLENE CAIN,11/25/1985,06/25/2007,210-510-0508,CARLENE.CAIN@REDIFFMAIL.COM,107647,0,34,12,52
906870,ARNULFO PITTMAN,09/26/1972,05/11/2002,215-333-8078,ARNULFO.PITTMAN@YAHOO.CA,190709,1,47,17,68
160503,NICKOLAS WILLIAMS,06/23/1985,06/15/2009,307-656-9306,NICKOLAS.WILLIAMS@GMAIL.COM,97725,1,34,10,51
212917,RAYMUNDO KRAMER,04/29/1975,07/01/2002,252-396-5055,RAYMUNDO.KRAMER@AOL.COM,178073,1,44,17,82
337955,JEREMIAH DOTSON,07/16/1988,01/21/2015,216-364-7679,JEREMIAH.DOTSON@COX.NET,42840,1,31,4,51
171553,TANNER MATTHEWS,09/24/1976,12/07/2008,907-768-0562,TANNER.MATTHEWS@REDIFFMAIL.COM,161106,1,43,11,75
433510,DORIAN FOSTER,07/24/1960,08/15/2009,304-937-0141,DORIAN.FOSTER@GMAIL.COM,98604,1,59,10,76
970502,NORA HANSEN,11/13/1982,06/01/2004,319-877-0443,NORA.HANSEN@YAHOO.CO.UK,159223,0,37,15,51
668717,DANIAL WATTS,08/15/1959,06/09/2013,206-245-0115,DANIAL.WATTS@HOTMAIL.COM,188022,1,60,6,58
479832,NELSON MCINTOSH,08/17/1975,07/15/2005,239-650-1951,NELSON.MCINTOSH@BP.COM,139662,1,44,14,76
273645,MANUEL FULTON,07/16/1983,06/29/2017,339-281-4930,MANUEL.FULTON@GMAIL.COM,80629,1,36,2,78
266284,DOMINIC HENSON,04/08/1979,02/06/2003,314-758-8742,DOMINIC.HENSON@AOL.COM,180062,1,40,16,90
332802,LOWELL ERICKSON,09/02/1982,10/23/2013,308-308-0823,LOWELL.ERICKSON@GMAIL.COM,104764,1,37,6,62
166615,JAYNE COLEMAN,08/18/1980,11/27/2010,236-667-5880,JAYNE.COLEMAN@YAHOO.CA,171662,0,39,9,41
953967,CORNELL DANIEL,05/27/1960,10/31/2004,212-208-7933,CORNELL.DANIEL@YAHOO.COM,197951,1,59,15,90
114425,DORIS GLENN,01/14/1976,09/02/2002,270-590-4835,DORIS.GLENN@YAHOO.CO.UK,188137,0,44,17,46
676618,TABATHA GONZALES,06/09/1966,08/07/2009,215-935-5310,TABATHA.GONZALES@SBCGLOBAL.NET,160421,0,53,10,57
581563,JEROME FOREMAN,12/11/1988,08/28/2015,203-633-8482,JEROME.FOREMAN@VERIZON.NET,125044,1,31,4,74
925484,ELTON FERGUSON,11/30/1982,05/09/2006,217-662-5907,ELTON.FERGUSON@IBM.COM,176750,1,37,13,74
328562,STACY JENNINGS,06/06/1980,06/28/2006,225-548-6104,STACY.JENNINGS@GMAIL.COM,134904,1,39,13,83
759248,RORY FOWLER,03/06/1976,12/22/2004,215-234-1586,RORY.FOWLER@SHAW.CA,70626,1,43,15,65
158543,GREG KANE,04/13/1964,05/21/1992,270-884-8389,GREG.KANE@BP.COM,62904,1,55,27,60
275491,JULIAN RUSSO,04/15/1958,01/27/1988,207-313-8110,JULIAN.RUSSO@GMAIL.COM,117739,1,61,31,85
257927,AGNES HERMAN,12/12/1975,01/04/1998,303-834-2433,AGNES.HERMAN@GMAIL.COM,128225,0,44,22,43
144114,NANCY GILLESPIE,04/26/1980,02/03/2011,217-435-0157,NANCY.GILLESPIE@IBM.COM,41796,0,39,8,60
262843,TYRONE SOTO,04/07/1973,10/26/2002,215-785-6734,TYRONE.SOTO@YAHOO.COM,175995,1,46,17,61
963676,BRADLEY CHAN,06/30/1979,12/02/2002,503-254-6301,BRADLEY.CHAN@HOTMAIL.COM,58663,1,40,17,62
745672,EMILE LOVE,10/19/1980,01/23/2011,236-371-6203,EMILE.LOVE@GMAIL.COM,144867,1,39,8,60
135089,ZACHARY GREGORY,11/14/1986,07/14/2010,907-896-4031,ZACHARY.GREGORY@COX.NET,193629,1,33,9,80
593953,TARA GUTIERREZ,01/29/1971,08/17/1995,239-922-7150,TARA.GUTIERREZ@AOL.COM,115223,0,48,24,44
169348,AUBREY PUGH,12/13/1993,03/01/2016,239-405-4736,AUBREY.PUGH@GMAIL.COM,56797,1,26,3,82
976096,CARROLL SWEENEY,06/13/1989,06/22/2016,218-412-2298,CARROLL.SWEENEY@WALMART.COM,103003,1,30,3,58
790389,CLAUDETTE SOLOMON,12/20/1984,07/24/2014,308-298-8715,CLAUDETTE.SOLOMON@YAHOO.COM,181603,0,35,5,43
143898,RICKY BOWERS,11/05/1976,12/28/2008,205-610-5770,RICKY.BOWERS@HOTMAIL.COM,124155,1,43,11,82
749765,BRIAN FITZPATRICK,11/30/1978,11/09/2007,239-710-0174,BRIAN.FITZPATRICK@GMAIL.COM,151448,1,41,12,64
877422,NICHOLAS BRANCH,02/04/1992,06/13/2013,209-630-8100,NICHOLAS.BRANCH@GMAIL.COM,134715,1,27,6,66
825343,EILEEN HOBBS,05/10/1964,08/01/1994,262-747-2220,EILEEN.HOBBS@GMAIL.COM,139476,0,55,25,59
155570,COLIN WILSON,03/14/1976,04/15/2002,210-884-1227,COLIN.WILSON@YAHOO.COM,131510,1,43,17,90
587361,ROSARIO TREVINO,12/20/1960,06/30/2001,239-837-1872,ROSARIO.TREVINO@HOTMAIL.CO.UK,46453,0,59,18,46
191240,SALVADOR GUTIERREZ,02/27/1994,01/24/2016,270-927-3494,SALVADOR.GUTIERREZ@HOTMAIL.COM,98487,1,25,3,68
404070,ALDO MEDINA,11/06/1973,10/04/2009,701-676-5051,ALDO.MEDINA@GMAIL.COM,61791,1,46,10,50
192175,BRET BLEVINS,09/30/1979,07/11/2015,231-210-4653,BRET.BLEVINS@GMAIL.COM,163665,1,40,4,54
825853,DOMINIC MOSLEY,07/19/1996,07/27/2017,206-882-1588,DOMINIC.MOSLEY@GMAIL.COM,112683,1,23,2,60
430843,KARINA OWENS,10/30/1957,06/30/1984,605-328-0861,KARINA.OWENS@GMAIL.COM,91713,0,62,35,45
597805,MARQUIS PERKINS,11/30/1984,04/07/2012,212-941-0218,MARQUIS.PERKINS@AOL.COM,186371,1,35,7,71
651120,DAMON SOLOMON,07/31/1964,05/10/2008,218-273-9680,DAMON.SOLOMON@AOL.COM,157154,1,55,11,75
995242,LEONEL ATKINS,07/11/1996,07/27/2017,304-862-3580,LEONEL.ATKINS@HOTMAIL.COM,190537,1,23,2,89
839558,TEDDY MERRITT,06/10/1977,05/15/2010,215-283-5083,TEDDY.MERRITT@MSN.COM,43192,1,42,9,87
398788,ALEXANDRIA LONG,02/15/1989,11/16/2010,217-924-3225,ALEXANDRIA.LONG@HOTMAIL.COM,136817,0,30,9,60
166790,MARGARET REILLY,10/05/1971,01/08/1995,239-788-2444,MARGARET.REILLY@YAHOO.COM,131166,0,48,25,45
581261,WILLIS ROSE,07/27/1979,12/25/2010,236-423-4606,WILLIS.ROSE@GMAIL.COM,192446,1,40,9,72
793523,DONOVAN BOWMAN,03/03/1987,09/16/2011,207-867-3545,DONOVAN.BOWMAN@HOTMAIL.COM,145629,1,32,8,84
178602,KRISTINA MCGOWAN,08/29/1978,05/11/2007,209-530-2084,KRISTINA.MCGOWAN@GMAIL.COM,185016,0,41,12,60
346662,GARTH CLARKE,11/11/1969,11/07/2015,270-393-1575,GARTH.CLARKE@YAHOO.COM,80047,1,50,4,54
817037,MARTIN BUCHANAN,09/14/1974,07/14/2001,205-434-3924,MARTIN.BUCHANAN@CHARTER.NET,105374,1,45,18,61
648913,IRWIN JENKINS,05/20/1975,05/23/2013,231-682-6128,IRWIN.JENKINS@AOL.COM,48133,1,44,6,75
924281,REYNALDO SOSA,10/15/1965,05/03/1989,212-493-7300,REYNALDO.SOSA@GMAIL.COM,153633,1,54,30,73
951857,SHERRI SNYDER,05/30/1991,08/21/2013,314-249-8205,SHERRI.SNYDER@GMAIL.COM,65798,0,28,6,47
474759,JOHNNY DUNLAP,11/02/1962,07/15/2012,229-688-3291,JOHNNY.DUNLAP@GMAIL.COM,193315,1,57,7,81
144715,EARNEST KIRK,03/01/1965,09/21/2005,207-952-5215,EARNEST.KIRK@GMAIL.COM,168726,1,54,14,57
141086,BERNARDO MCDOWELL,05/28/1963,04/24/2003,239-768-1883,BERNARDO.MCDOWELL@GMAIL.COM,118615,1,56,16,86
633255,YVETTE WARNER,06/17/1996,07/09/2017,215-245-5970,YVETTE.WARNER@YAHOO.COM,190579,0,23,2,50
768457,ROBBY JORDAN,03/20/1974,03/12/2007,206-604-6965,ROBBY.JORDAN@COMCAST.NET,119793,1,45,12,82
583282,CAROLINA COLEMAN,10/30/1994,07/01/2016,239-928-5690,CAROLINA.COLEMAN@AOL.COM,166828,0,25,3,53
421955,SONIA COOK,07/03/1965,12/25/2012,236-937-1339,SONIA.COOK@GMAIL.COM,191691,0,54,7,48
556491,LARRY TRAN,01/12/1970,03/15/2007,304-994-1002,LARRY.TRAN@GMAIL.COM,129203,1,50,12,63
701223,ESMERALDA GRANT,12/19/1990,01/24/2013,262-728-1705,ESMERALDA.GRANT@YAHOO.COM,190367,0,29,6,48
122005,CANDY SINGLETON,06/29/1981,04/11/2017,205-585-4936,CANDY.SINGLETON@HOTMAIL.COM,175771,0,38,2,47
461385,EMMA OBRIEN,09/15/1966,12/02/2012,262-707-3676,EMMA.OBRIEN@GMAIL.COM,182870,0,53,7,56
249180,SCOT BEACH,07/31/1980,06/29/2010,319-334-1932,SCOT.BEACH@SBCGLOBAL.NET,141641,1,39,9,84
634658,ROLLAND MENDOZA,08/05/1966,01/26/2015,228-727-6767,ROLLAND.MENDOZA@YAHOO.COM,75123,1,53,4,50
842752,TOMMIE SANCHEZ,06/06/1974,09/25/1997,205-823-2834,TOMMIE.SANCHEZ@GMAIL.COM,155291,0,45,22,60
513773,JESSIE CORTEZ,09/20/1981,04/16/2016,239-810-9402,JESSIE.CORTEZ@EXXONMOBIL.COM,102944,1,38,3,88
781472,ISIAH GUTHRIE,08/19/1965,05/06/2009,385-228-9893,ISIAH.GUTHRIE@BELLSOUTH.NET,45519,1,54,10,61
747200,JANELLE GILL,05/27/1962,07/13/1999,236-897-3910,JANELLE.GILL@GMAIL.COM,131182,0,57,20,41
932425,CHRISTOPER HAYNES,09/01/1979,02/24/2014,210-869-1768,CHRISTOPER.HAYNES@YAHOO.COM,84029,1,40,5,63
962851,KATHIE KIRBY,11/22/1986,07/30/2011,505-502-1526,KATHIE.KIRBY@SBCGLOBAL.NET,65985,0,33,8,42
168829,ANTONIA KINNEY,02/09/1985,05/26/2006,239-363-8520,ANTONIA.KINNEY@GMAIL.COM,148623,0,34,13,42
603575,OPHELIA WAGNER,02/02/1972,11/25/2013,480-956-7391,OPHELIA.WAGNER@IBM.COM,45192,0,47,6,49
419075,HALLIE CERVANTES,06/30/1979,04/03/2016,270-272-6620,HALLIE.CERVANTES@AOL.COM,192037,0,40,3,53
224473,ADRIANA MCFARLAND,08/29/1978,01/10/2000,308-264-5555,ADRIANA.MCFARLAND@OUTLOOK.COM,71847,0,41,20,55
552582,JANA WEISS,01/04/1968,06/03/2000,229-852-3944,JANA.WEISS@GMAIL.COM,141390,0,52,19,43
724235,QUENTIN BENSON,03/21/1980,04/17/2013,262-949-3970,QUENTIN.BENSON@GMAIL.COM,75837,1,39,6,60
908007,DEBRA PENA,11/25/1990,09/17/2015,215-707-4774,DEBRA.PENA@IBM.COM,113267,0,29,4,44
871610,KENTON MORENO,01/19/1993,01/08/2016,217-404-9496,KENTON.MORENO@SHELL.COM,148664,1,26,4,70
491595,IAN ALVARADO,09/25/1965,12/27/1998,205-934-4799,IAN.ALVARADO@AOL.COM,109416,1,54,21,67
821474,JASPER LUCAS,09/18/1981,02/12/2003,316-544-2902,JASPER.LUCAS@YAHOO.CO.IN,96328,1,38,16,79
206783,BROCK ROBERTS,02/27/1968,01/08/1991,304-276-6112,BROCK.ROBERTS@YAHOO.CO.IN,158082,1,51,29,77
870463,SALVADOR DELEON,04/07/1969,02/21/1995,217-253-3858,SALVADOR.DELEON@HOTMAIL.COM,55351,1,50,24,63
809491,TERENCE GILES,09/15/1976,06/12/2010,205-271-2216,TERENCE.GILES@YAHOO.COM,145954,1,43,9,54
924427,DARIO TOWNSEND,05/10/1962,01/27/1994,209-535-5945,DARIO.TOWNSEND@YAHOO.COM,116911,1,57,25,69
505780,ESTER HOUSTON,03/12/1978,07/01/2007,215-803-3018,ESTER.HOUSTON@IBM.COM,65748,0,41,12,59
149904,LEANNE MCMAHON,01/11/1964,05/08/1985,207-567-1649,LEANNE.MCMAHON@SHAW.CA,144108,0,56,34,49
886315,VALENTIN MONTOYA,11/07/1965,01/05/1997,423-851-9829,VALENTIN.MONTOYA@AOL.COM,164411,1,54,23,81
948512,JARED SHEPHERD,03/26/1996,05/10/2017,212-443-7359,JARED.SHEPHERD@NTLWORLD.COM,47359,1,23,2,62
780963,JAMI CANTRELL,03/30/1986,04/20/2007,217-840-0373,JAMI.CANTRELL@HOTMAIL.COM,196942,0,33,12,42
282037,BRUNO WHITNEY,03/21/1976,04/04/2010,205-929-8374,BRUNO.WHITNEY@SBCGLOBAL.NET,182912,1,43,9,60
505758,GARLAND WATKINS,01/14/1962,09/26/2008,210-488-3772,GARLAND.WATKINS@APPLE.COM,70852,1,58,11,53
487100,AUGUSTUS MALDONADO,05/25/1992,08/01/2016,231-510-3900,AUGUSTUS.MALDONADO@YAHOO.COM,139481,1,27,3,61
974444,LUTHER MCNEIL,03/31/1992,04/02/2014,217-960-5560,LUTHER.MCNEIL@AOL.COM,46241,1,27,5,75
829416,JIMMY MOLINA,05/08/1966,10/11/2005,228-944-2045,JIMMY.MOLINA@GMAIL.COM,138022,1,53,14,69
146825,MORTON FRANKLIN,08/22/1960,02/14/2008,302-718-2676,MORTON.FRANKLIN@COX.NET,136498,1,59,11,55
603179,ANDREW PRICE,03/06/1987,05/31/2009,216-707-4827,ANDREW.PRICE@YAHOO.CO.UK,189614,1,32,10,79
175035,AVA ROMERO,05/25/1972,09/14/2004,205-665-8463,AVA.ROMERO@AOL.COM,154633,0,47,15,40
358935,ANASTASIA BOWEN,12/23/1992,04/01/2017,240-646-3168,ANASTASIA.BOWEN@GMAIL.COM,196480,0,27,2,40
608832,SABRINA FOWLER,01/03/1982,07/17/2006,228-504-7673,SABRINA.FOWLER@OUTLOOK.COM,130226,0,38,13,43
509911,KIRSTEN LEE,10/16/1968,12/19/2014,314-227-1897,KIRSTEN.LEE@HOTMAIL.COM,61126,0,51,5,43
354363,TABATHA ARNOLD,07/29/1976,12/01/2004,239-581-1465,TABATHA.ARNOLD@GMAIL.COM,62009,0,43,15,45
344607,GREGG MANN,05/15/1959,07/09/1998,339-989-4749,GREGG.MANN@VERIZON.NET,188608,1,60,21,54
191963,DEANNE MCCARTY,01/03/1974,07/03/2012,319-336-2399,DEANNE.MCCARTY@CHARTER.NET,91068,0,46,7,52
695631,JUANITA ZIMMERMAN,10/16/1974,11/18/2010,907-789-9367,JUANITA.ZIMMERMAN@HOTMAIL.COM,86919,0,45,9,50
547420,DOUG SMALL,12/08/1991,11/19/2014,236-456-9446,DOUG.SMALL@HOTMAIL.COM,139670,1,28,5,66
403674,BILLY MCDOWELL,10/06/1983,04/06/2014,270-556-2299,BILLY.MCDOWELL@GMAIL.COM,170510,1,36,5,57
988937,BOYD VALENCIA,06/09/1987,11/16/2016,209-925-2984,BOYD.VALENCIA@GMAIL.COM,180715,1,32,3,62
937737,ROBERTO CALDWELL,08/12/1994,03/11/2017,217-438-3997,ROBERTO.CALDWELL@GMAIL.COM,71924,1,25,2,79
144235,KRIS CONNER,05/23/1962,09/20/1998,203-368-9792,KRIS.CONNER@GMAIL.COM,102819,1,57,21,86
866051,LEANN ORTIZ,02/16/1990,04/08/2011,215-754-3823,LEANN.ORTIZ@GMAIL.COM,86569,0,29,8,59
287787,JOAQUIN BENTLEY,08/24/1961,07/28/2012,236-809-8062,JOAQUIN.BENTLEY@GMAIL.COM,96012,1,58,7,58
316579,LEANNE POTTER,01/25/1989,10/16/2015,907-743-5043,LEANNE.POTTER@EXXONMOBIL.COM,95604,0,30,4,44
625981,JAY SANDERS,01/05/1964,12/29/1987,339-616-2386,JAY.SANDERS@GMAIL.COM,123069,1,56,32,62
